acquisitionDate,additionalInfo_ACTION,additionalInfo_FORMED_GEN,additionalInfo_Fe_avg,additionalInfo_HARVDATE,additionalInfo_HETER_GROUP,additionalInfo_NOTE_AA_text,additionalInfo_PLOTS_IN_TRIAL,additionalInfo_PRODLOC,additionalInfo_PRODSEASON,additionalInfo_QPM_ZN_DONOR,additionalInfo_REC_PARENT,additionalInfo_SOWDATE,additionalInfo_YEARCODE,additionalInfo_Zn_avg,breedingMethodDbId,countryOfOriginCode,defaultDisplayName,donors,germplasmDbId,germplasmName,pedigree,storageTypes,synonyms,taxonIds
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-29,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-29,[],2QEDGlU0Rw41W,X1G02U00012-29,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200814"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-29"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-30,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-30,[],2QEDG8aRWNlDc,X1G02U00012-30,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200815"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-30"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-31,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-31,[],2QEDGXf6ZEpjS,X1G02U00012-31,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200816"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-31"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-32,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-32,[],2QEDGqjgiJy0e,X1G02U00012-32,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200817"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-32"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-33,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-33,[],2QEDG9uLWLVrH,X1G02U00012-33,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200818"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-33"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-34,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-34,[],2QEDGGNyrnatK,X1G02U00012-34,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200819"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-34"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-35,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-35,[],2QEDGfyGorsYg,X1G02U00012-35,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200820"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-35"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-36,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-36,[],2QEDGQBsIMLBV,X1G02U00012-36,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200821"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-36"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-37,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-37,[],2QEDGu34dnSui,X1G02U00012-37,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200822"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-37"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-38,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-38,[],2QEDGI88FZvPb,X1G02U00012-38,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200823"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-38"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-39,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-39,[],2QEDG5rqCgJ2f,X1G02U00012-39,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200824"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-39"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-40,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-40,[],2QEDGFGbdxGPo,X1G02U00012-40,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200825"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-40"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-41,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-41,[],2QEDGJYe2nHlk,X1G02U00012-41,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200826"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-41"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-42,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-42,[],2QEDGApDaApQf,X1G02U00012-42,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200827"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-42"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",52-43,centro,2017C,CLWQHZN44/CLWQHZN69,CLWQHZN44/CLWQHZN69,20170822,X182,,61,CE,X1G02U00012-43,[],2QEDGLLAInt1I,X1G02U00012-43,X1G01U00014/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200828"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN44/CLWQHZN69]-43"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-1,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-1,[],2QEDGbpQ5R7xE,X1G02U00013-1,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200829"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-1"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-2,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-2,[],2QEDGflpMSRha,X1G02U00013-2,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200830"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-2"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-3,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-3,[],2QEDGa8ERKUyE,X1G02U00013-3,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200831"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-3"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-4,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-4,[],2QEDGGHxiLgZ6,X1G02U00013-4,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200832"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-4"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-5,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-5,[],2QEDG3zulzuBE,X1G02U00013-5,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200833"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-5"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-6,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-6,[],2QEDGLfAXPsJP,X1G02U00013-6,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200834"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-6"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-7,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-7,[],2QEDGmzA48G9z,X1G02U00013-7,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200835"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-7"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-8,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-8,[],2QEDGnFy3ihxD,X1G02U00013-8,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200836"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-8"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-9,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-9,[],2QEDGQjQ3uZIU,X1G02U00013-9,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200837"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-9"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-10,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-10,[],2QEDG7N7mAsS7,X1G02U00013-10,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200838"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-10"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-11,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-11,[],2QEDGzogm1HDT,X1G02U00013-11,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200839"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-11"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-12,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-12,[],2QEDG6AjpfxGO,X1G02U00013-12,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200840"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-12"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-13,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-13,[],2QEDG4FMX46n8,X1G02U00013-13,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200841"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-13"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-14,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-14,[],2QEDGHasRUbSI,X1G02U00013-14,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200842"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-14"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",53-15,centro,2017C,CLWQHZN43/CLWQHZN19,CLWQHZN43/CLWQHZN19,20170822,X183,,61,CE,X1G02U00013-15,[],2QEDGJ2axRMmV,X1G02U00013-15,X1G01U00017/X1G01U00013,[],"[{""synonym"": ""SNMLWZ200843"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN19]-15"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-1,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-1,[],2QEDGRuQdlsM4,X1G02U00014-1,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200844"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-1"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-2,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-2,[],2QEDGTe2lgnvL,X1G02U00014-2,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200845"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-2"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-3,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-3,[],2QEDGvMUqSTot,X1G02U00014-3,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200846"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-3"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-4,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-4,[],2QEDGvkDi1IUU,X1G02U00014-4,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200847"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-4"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-5,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-5,[],2QEDGDZZoFoMk,X1G02U00014-5,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200848"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-5"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-6,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-6,[],2QEDGICN86xqd,X1G02U00014-6,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200849"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-6"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-7,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-7,[],2QEDGzByq62oz,X1G02U00014-7,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200850"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-7"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-8,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-8,[],2QEDGzHepMtRp,X1G02U00014-8,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200851"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-8"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-9,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-9,[],2QEDGLojCoutX,X1G02U00014-9,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200852"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-9"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-10,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-10,[],2QEDGFMarsX75,X1G02U00014-10,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200853"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-10"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-11,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-11,[],2QEDG2G3vWOzQ,X1G02U00014-11,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200854"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-11"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-12,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-12,[],2QEDG8LNQSooT,X1G02U00014-12,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200855"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-12"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-13,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-13,[],2QEDGs6gnLAhs,X1G02U00014-13,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200856"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-13"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-14,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-14,[],2QEDGWn9vJhsZ,X1G02U00014-14,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200857"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-14"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-15,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-15,[],2QEDGCMyq5wqh,X1G02U00014-15,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200858"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-15"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-16,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-16,[],2QEDGboQ0kKeJ,X1G02U00014-16,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200859"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-16"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-17,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-17,[],2QEDGLrO6M2dY,X1G02U00014-17,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200860"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-17"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-18,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-18,[],2QEDG5CSdFPmi,X1G02U00014-18,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200861"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-18"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-19,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-19,[],2QEDG1sSW0BHH,X1G02U00014-19,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200862"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-19"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-20,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-20,[],2QEDGnCvI4EcX,X1G02U00014-20,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200863"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-20"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-21,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-21,[],2QEDG8gGB9U0Y,X1G02U00014-21,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200864"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-21"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-22,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-22,[],2QEDGPRDvgWlt,X1G02U00014-22,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200865"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-22"", ""type"": ""PED""}]",[]
2017-12-17,selfed,BC0F2,,20171217,A,"this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""",54-23,centro,2017C,CLWQHZN43/CLWQHZN69,CLWQHZN43/CLWQHZN69,20170822,X184,,61,CE,X1G02U00014-23,[],2QEDGcgz3iaHi,X1G02U00014-23,X1G01U00017/X1G01U00015,[],"[{""synonym"": ""SNMLWZ200866"", ""type"": ""LNAME""}, {""synonym"": ""[CLWQHZN43/CLWQHZN69]-23"", ""type"": ""PED""}]",[]
